estimatedMarketValue,gender,id,image,thumbnail,link1,link2,link3,name,colorway,releaseDate,releaseYear,retailPrice,silhouette,sku,story,NZDvalue,USDvalue
265.0,men,ee6d8cbf-3b9e-470e-91f0-69513d472f6c,https://image.goat.com/attachments/product_template_pictures/images/056/425/978/original/BB2WXYFM_2E.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/425/978/original/BB2WXYFM_2E.png.png,, https://flightclub.com/two-wxy-2e-wide-crimson-bb2wxyfm-2e,https://goat.com/sneakers/two-wxy-2e-wide-crimson-bb2wxyfm-2e,Two WXY 2E Wide 'Crimson',Crimson/White,2021-06-21,2021,140.0,Two WXY,BB2WXYFM-2E,,0,0
180.0,youth,f46b5699-f8e4-4f87-803d-cb9e0f87323b,https://image.goat.com/attachments/product_template_pictures/images/056/376/481/original/GW6021.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/376/481/original/GW6021.png.png,, https://flightclub.com/nmd_r1-v2-j-black-sonic-ink-gw6021,https://goat.com/sneakers/nmd_r1-v2-j-black-sonic-ink-gw6021,NMD_R1 V2 J 'Black Sonic Ink',Core Black/Pulse Yellow/Sonic Ink,2021-06-21,2021,120.0,NMD Runner,GW6021,,0,0
205.0,men,f8cbd353-9e16-4b39-bd2b-1a8a9d24e6aa,https://image.goat.com/attachments/product_template_pictures/images/056/426/026/original/DD1579_524.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/426/026/original/DD1579_524.png.png,, https://flightclub.com/nikecourt-zoom-vapor-cage-4-rafa-wild-berry-dd1579-524,https://goat.com/sneakers/nikecourt-zoom-vapor-cage-4-rafa-wild-berry-dd1579-524,NikeCourt Zoom Vapor Cage 4 Rafa 'Wild Berry',Wild Berry/Elemental Pink/White,2021-06-21,2021,150.0,Zoom Vapor Cage 4,DD1579-524,,0,0
148.0,youth,fa89e746-73b5-40c8-93f5-e4bb553bffb3,https://image.goat.com/attachments/product_template_pictures/images/056/426/071/original/H03994.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/426/071/original/H03994.png.png,, https://flightclub.com/nmd_r1-j-triple-black-h03994,https://goat.com/sneakers/nmd_r1-j-triple-black-h03994,NMD_R1 J 'Triple Black',Core Black/Core Black/Core Black,2021-06-21,2021,120.0,NMD Runner,H03994,,0,0
230.0,women,fe7c0672-b7cb-4abd-9772-14b1f78c6e7a,https://image.goat.com/attachments/product_template_pictures/images/056/477/096/original/195104_01.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/477/096/original/195104_01.png.png,, https://flightclub.com/wmns-deviate-nitro-cooladapt-195104-01,https://goat.com/sneakers/wmns-deviate-nitro-cooladapt-195104-01,Wmns Deviate Nitro 'COOLadapt',White/Grey Violet,2021-06-21,2021,160.0,Deviate Nitro,195104-01,,0,0
200.0,men,feaf9480-6b24-4445-8d67-fe9514ed3032,https://image.goat.com/attachments/product_template_pictures/images/056/426/064/original/GY4944.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/426/064/original/GY4944.png.png,, https://flightclub.com/climacool-vento-white-iron-metallic-gy4944,https://goat.com/sneakers/climacool-vento-white-iron-metallic-gy4944,Climacool Vento 'White Iron Metallic',Cloud White/Iron Metallic/Solar Red,2021-06-21,2021,140.0,Climacool Vento,GY4944,,0,0
160.0,women,ff94eead-93c0-4f88-81b5-e6d59c4a3576,https://image.goat.com/attachments/product_template_pictures/images/056/426/073/original/H05638.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/426/073/original/H05638.png.png,, https://flightclub.com/wmns-superstar-ot-tech-wonder-white-ambient-blush-h05638,https://goat.com/sneakers/wmns-superstar-ot-tech-wonder-white-ambient-blush-h05638,Wmns Superstar OT Tech 'Wonder White Ambient Blush',Chalk White/Wonder White/Ambient Blush,2021-06-21,2021,100.0,Superstar,H05638,,0,0
85.0,men,047abd78-45f8-4390-8288-7ca7dd3996f9,https://image.goat.com/attachments/product_template_pictures/images/056/620/677/original/1201A064_023.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/620/677/original/1201A064_023.png.png,, https://flightclub.com/gel-quantum-90-3-metropolis-pure-silver-1201a064-023,https://goat.com/sneakers/gel-quantum-90-3-metropolis-pure-silver-1201a064-023,Gel Quantum 90 3 'Metropolis Pure Silver',Metropolis/Pure Silver,2021-06-20,2021,85.0,Gel Quantum 90,1201A064-023,,0,0
140.0,men,0d15643e-c8b4-410f-b4c3-61d0f84af9d8,https://image.goat.com/attachments/product_template_pictures/images/056/376/468/original/DM7587_001.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/376/468/original/DM7587_001.png.png,, https://flightclub.com/air-max-sc-swooshfetti-dm7587-001,https://goat.com/sneakers/air-max-sc-swooshfetti-dm7587-001,Air Max SC 'Swooshfetti',Black/University Red/White,2021-06-20,2021,80.0,Air Max SC,DM7587-001,,0,0
170.0,women,16ed6a58-195a-4f35-993c-a767d818e2d1,https://image.goat.com/attachments/product_template_pictures/images/056/501/852/original/GZ8767.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/852/original/GZ8767.png.png,, https://flightclub.com/wmns-alphatorsion-2-0-purple-tint-sonic-aqua-gz8767,https://goat.com/sneakers/wmns-alphatorsion-2-0-purple-tint-sonic-aqua-gz8767,Wmns Alphatorsion 2.0 'Purple Tint Sonic Aqua',Purple Tint/Silver Metallic/Sonic Aqua,2021-06-20,2021,110.0,Alphatorsion 2.0,GZ8767,,0,0
210.0,women,27acc69d-b5a5-4704-a307-10b8072730bd,https://image.goat.com/attachments/product_template_pictures/images/056/620/665/original/1042A072_107.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/620/665/original/1042A072_107.png.png,, https://flightclub.com/wmns-gel-resolution-8-white-lapis-lazuli-blue-1042a072-107,https://goat.com/sneakers/wmns-gel-resolution-8-white-lapis-lazuli-blue-1042a072-107,Wmns Gel Resolution 8 'White Lapis Lazuli Blue',White/Lapis Lazuli Blue,2021-06-20,2021,140.0,Gel Resolution,1042A072-107,,0,0
145.0,men,3b97c704-568a-457a-9110-a210804f3993,https://image.goat.com/attachments/product_template_pictures/images/056/376/503/original/MS237AC.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/376/503/original/MS237AC.png.png,, https://flightclub.com/237-velocity-red-atlantic-ms237ac,https://goat.com/sneakers/237-velocity-red-atlantic-ms237ac,237 'Velocity Red Atlantic',Velocity Red/Atlantic,2021-06-20,2021,75.0,237,MS237AC,,0,0
190.0,women,4595e75c-738e-4452-b325-edb96d3c9a91,https://image.goat.com/attachments/product_template_pictures/images/056/620/695/original/1202A239_300.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/620/695/original/1202A239_300.png.png,, https://flightclub.com/wmns-gel-quantum-180-lichen-rock-1202a239-300,https://goat.com/sneakers/wmns-gel-quantum-180-lichen-rock-1202a239-300,Wmns Gel Quantum 180 'Lichen Rock',Lichen Rock/White,2021-06-20,2021,120.0,Gel Quantum 180,1202A239-300,,0,0
124.0,men,51c2dfc6-fcda-4462-aa18-958b7875f6bf,https://image.goat.com/attachments/product_template_pictures/images/056/376/504/original/MS327FD.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/376/504/original/MS327FD.png.png,, https://flightclub.com/327-eclipse-virtual-sky-ms327fd,https://goat.com/sneakers/327-eclipse-virtual-sky-ms327fd,327 'Eclipse Virtual Sky',Eclipse/Virtual Sky,2021-06-20,2021,90.0,327,MS327FD,,0,0
90.0,women,56f303fe-e4a5-4866-9102-ef5c47ac6bc1,https://image.goat.com/attachments/product_template_pictures/images/056/426/075/original/H05681.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/426/075/original/H05681.png.png,, https://flightclub.com/wmns-adilette-lite-slide-clear-sky-h05681,https://goat.com/sneakers/wmns-adilette-lite-slide-clear-sky-h05681,Wmns Adilette Lite Slide 'Clear Sky',Clear Sky/Cloud White/Clear Sky,2021-06-20,2021,30.0,Adilette,H05681,,0,0
115.0,infant,5d73ee84-eceb-4721-9a14-4599f1187d16,https://image.goat.com/attachments/product_template_pictures/images/056/376/466/original/DB3553_001.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/376/466/original/DB3553_001.png.png,, https://flightclub.com/crater-impact-td-black-db3553-001,https://goat.com/sneakers/crater-impact-td-black-db3553-001,Crater Impact TD 'Black',Black,2021-06-20,2021,60.0,Crater Impact,DB3553-001,,0,0
190.0,men,8801296b-1416-43b0-86bb-dcba53987ae9,https://image.goat.com/attachments/product_template_pictures/images/056/620/685/original/1201A367_020.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/620/685/original/1201A367_020.png.png,, https://flightclub.com/gel-venture-180-carrier-grey-1201a367-020,https://goat.com/sneakers/gel-venture-180-carrier-grey-1201a367-020,Gel Venture 180 'Carrier Grey',Carrier Grey/Black,2021-06-20,2021,120.0,Gel Venture,1201A367-020,,0,0
120.0,men,89e65f38-5c44-4963-b736-6c75029a0be1,https://image.goat.com/attachments/product_template_pictures/images/044/702/305/original/CQ0186_001.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/044/702/305/original/CQ0186_001.png.png,, https://flightclub.com/rhyodomo-gore-tex-black-anthracite-cq0186-001,https://goat.com/sneakers/rhyodomo-gore-tex-black-anthracite-cq0186-001,Rhyodomo Gore-Tex 'Black Anthracite',Black/Gum Light Brown/Kumquat/Anthracite,2021-06-20,2021,170.0,Rhyodomo,CQ0186-001,,0,0
130.0,men,91ab2546-4f97-4eaa-aa81-9e5bf6737008,https://image.goat.com/attachments/product_template_pictures/images/056/501/652/original/1011B240_600.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/652/original/1011B240_600.png.png,, https://flightclub.com/gel-ds-trainer-26-electric-red-1011b240-600,https://goat.com/sneakers/gel-ds-trainer-26-electric-red-1011b240-600,Gel DS Trainer 26 'Electric Red',Electric Red/Black,2021-06-20,2021,130.0,Gel DS,1011B240-600,,0,0
160.0,women,936708f8-678e-4854-aa7c-cf127ec6e0d8,https://image.goat.com/attachments/product_template_pictures/images/056/477/120/original/382825_01.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/477/120/original/382825_01.png.png,, https://flightclub.com/wmns-mayze-ao-met-382825-01,https://goat.com/sneakers/wmns-mayze-ao-met-382825-01,Wmns Mayze 'AO Met',Black/Silver,2021-06-20,2021,90.0,Mayze,382825-01,,0,0
180.0,youth,996a55b0-d8c0-407e-a69b-003852a64c7a,https://image.goat.com/attachments/product_template_pictures/images/056/501/854/original/H01461.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/854/original/H01461.png.png,, https://flightclub.com/nmd_r1-spectoo-j-violet-tone-acid-orange-h01461,https://goat.com/sneakers/nmd_r1-spectoo-j-violet-tone-acid-orange-h01461,NMD_R1 Spectoo J 'Violet Tone Acid Orange',Violet Tone/Signal Green/Acid Orange,2021-06-20,2021,120.0,NMD Runner,H01461,,0,0
190.0,men,b3690242-71a3-4467-a8e7-9701386ea33c,https://image.goat.com/attachments/product_template_pictures/images/056/620/686/original/1201A367_021.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/620/686/original/1201A367_021.png.png,, https://flightclub.com/gel-venture-180-sheet-rock-1201a367-021,https://goat.com/sneakers/gel-venture-180-sheet-rock-1201a367-021,Gel Venture 180 'Sheet Rock',Sheet Rock/Glacier Grey,2021-06-20,2021,120.0,Gel Venture,1201A367-021,,0,0
190.0,men,b490901f-694f-46c1-98de-af0f68e7527a,https://image.goat.com/attachments/product_template_pictures/images/056/620/687/original/1201A367_022.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/620/687/original/1201A367_022.png.png,, https://flightclub.com/gel-venture-180-wood-crepe-1201a367-022,https://goat.com/sneakers/gel-venture-180-wood-crepe-1201a367-022,Gel Venture 180 'Wood Crepe',Smoke Grey/Wood Crepe,2021-06-20,2021,120.0,Gel Venture,1201A367-022,,0,0
155.0,men,c8357599-d8da-4fde-a229-062d36e67585,https://image.goat.com/attachments/product_template_pictures/images/056/620/682/original/1201A149_022.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/620/682/original/1201A149_022.png.png,, https://flightclub.com/gel-quantum-90-3-metropolis-sheet-rock-1201a149-022,https://goat.com/sneakers/gel-quantum-90-3-metropolis-sheet-rock-1201a149-022,Gel Quantum 90 3 'Metropolis Sheet Rock',Metropolis/Sheet Rock,2021-06-20,2021,85.0,Gel Quantum 90,1201A149-022,,0,0
100.0,women,d2ad0b19-08d2-42b8-a098-b4c56e245083,https://image.goat.com/attachments/product_template_pictures/images/056/376/510/original/W5740WT1_D.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/376/510/original/W5740WT1_D.png.png,, https://flightclub.com/wmns-57-40-wide-sage-bleached-lime-glow-w5740wt1-d,https://goat.com/sneakers/wmns-57-40-wide-sage-bleached-lime-glow-w5740wt1-d,Wmns 57/40 Wide 'Sage Bleached Lime Glow',Sage/Bleached Lime Glow,2021-06-20,2021,100.0,57/40,W5740WT1-D,,0,0
771.0,men,d69c0918-021a-4bd8-9e44-d0ef22eca93c,https://image.goat.com/attachments/product_template_pictures/images/056/615/373/original/764473_00.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/615/373/original/764473_00.png.png,https://stockx.com/air-jordan-4-retro-sp-30th-anniversary-union-taupe-haze, https://flightclub.com/union-la-x-air-jordan-4-retro-taupe-haze-dc9533-taupe-haze, https://goat.com/sneakers/union-la-x-air-jordan-4-retro-taupe-haze-dc9533-taupe-haze,Jordan 4 Retro SP 30th Anniversary Union Taupe Haze,Taupe Haze/Blue Fury-Khaki-Roma Green,2021-06-20,2021,225.0,Air Jordan 4,DJ5718-242,"The Union LA x Air Jordan 4 Retro ‘Taupe Haze’ reunites Jordan Brand with the influential retailer as part of the latter’s 30th anniversary celebration. Featuring the same reimagined build the creative partners unveiled in 2020, the mid-top is exclusive to Union and drawn from a capsule — titled ‘Tent and Trail’ — inspired by outdoor gear from the’80s and ‘90s. A neutral taupe hue is applied to the upper, crafted from a blend of breathable mesh and soft suede. Bright hits of Roma Green distinguish the lower molded eyelets and heel tab, embellished with a raised Nike Air logo in Blue Fury. The vibrant hue is repeated on the collar lining and stitched fold-down tongue, a holdover detail, along with translucent TPU wings and a yellow ‘UN/LA’ tag, from the 2020 collaboration. Lightweight cushioning is provided by an off-white polyurethane midsole with an aqua-tinged Air-sole unit under the heel.",0,0
170.0,women,d8a6ef4c-e33e-44a5-baff-6332e9ebf867,https://image.goat.com/attachments/product_template_pictures/images/056/376/513/original/W5740WT1.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/376/513/original/W5740WT1.png.png,, https://flightclub.com/wmns-57-40-sage-bleached-lime-glow-w5740wt1,https://goat.com/sneakers/wmns-57-40-sage-bleached-lime-glow-w5740wt1,Wmns 57/40 'Sage Bleached Lime Glow',Sage/Bleached Lime Glow,2021-06-20,2021,100.0,57/40,W5740WT1,,0,0
135.0,youth,e9c092fa-2281-4d0a-883c-de661093d1eb,https://image.goat.com/attachments/product_template_pictures/images/056/620/702/original/1204A004_007.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/620/702/original/1204A004_007.png.png,, https://flightclub.com/gel-quantum-90-3-ps-black-yellow-1204a004-007,https://goat.com/sneakers/gel-quantum-90-3-ps-black-yellow-1204a004-007,Gel Quantum 90 3 PS 'Black Yellow',Black/Pure Silver,2021-06-20,2021,65.0,Gel Quantum 90,1204A004-007,,0,0
195.0,men,eb2323e5-cc54-45af-8405-9943a7c74bb6,https://image.goat.com/attachments/product_template_pictures/images/056/730/854/original/778903_00.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/730/854/original/778903_00.png.png,https://stockx.com/nike-air-zoom-gt-cut-blue-void-purple-red, https://flightclub.com/air-zoom-gt-cut-blue-void-siren-red-cz0175-400, https://goat.com/sneakers/air-zoom-gt-cut-blue-void-siren-red-cz0175-400,Nike Air Zoom G.T. Cut Blue Void Purple Red,Blue Void/Green Strike-Siren Red,2021-06-20,2021,170.0,Air Zoom GT Cut,CZ0175-400,,0,0
155.0,men,f2a1747f-73e8-4271-8245-d7aa7c0bef41,https://image.goat.com/attachments/product_template_pictures/images/056/620/681/original/1201A149_021.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/620/681/original/1201A149_021.png.png,, https://flightclub.com/gel-quantum-90-3-piedmont-grey-monaco-blue-1201a149-021,https://goat.com/sneakers/gel-quantum-90-3-piedmont-grey-monaco-blue-1201a149-021,Gel Quantum 90 3 'Piedmont Grey Monaco Blue',Piedmont Grey/Monaco Blue,2021-06-20,2021,85.0,Gel Quantum 90,1201A149-021,,0,0
119.0,women,f97a3370-fa2a-43cc-9180-364b11745e16,https://image.goat.com/attachments/product_template_pictures/images/056/376/491/original/GZ7998.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/376/491/original/GZ7998.png.png,, https://flightclub.com/wmns-nmd_r1-wonder-white-halo-blush-gz7998,https://goat.com/sneakers/wmns-nmd_r1-wonder-white-halo-blush-gz7998,Wmns NMD_R1 'Wonder White Halo Blush',Wonder White/Halo Blush/Cloud White,2021-06-20,2021,140.0,NMD Runner,GZ7998,,0,0
100.0,men,fef89c57-b6ff-4728-a737-b63f019c5735,https://image.goat.com/attachments/product_template_pictures/images/056/376/462/original/CW3808_301.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/376/462/original/CW3808_301.png.png,, https://flightclub.com/juniper-trail-dark-teal-green-cw3808-301,https://goat.com/sneakers/juniper-trail-dark-teal-green-cw3808-301,Juniper Trail 'Dark Teal Green',Dark Teal Green/Black/Laser Blue/Light Silver,2021-06-20,2021,70.0,Juniper Trail,CW3808-301,,0,0
139.0,men,039ee5fc-ff82-499c-8c02-d787d4f341cf,https://image.goat.com/attachments/product_template_pictures/images/056/304/274/original/CW3935_400.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/304/274/original/CW3935_400.png.png,, https://flightclub.com/kd-14-psychedelic-cw3935-400,https://goat.com/sneakers/kd-14-psychedelic-cw3935-400,KD 14 'Psychedelic',Deep Royal Blue/​Coconut Milk/Bright Spruce/Pale Coral,2021-06-19,2021,150.0,KD 14,CW3935-400,,0,0
168.0,women,098cacc2-0d3e-4c63-8617-fe844ebc7ef5,https://image.goat.com/attachments/product_template_pictures/images/056/376/526/original/WS327LB.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/376/526/original/WS327LB.png.png,, https://flightclub.com/wmns-327v1-black-phantom-ws327lb,https://goat.com/sneakers/wmns-327v1-black-phantom-ws327lb,Wmns 327v1 'Black Phantom',Black/Phantom,2021-06-19,2021,100.0,327,WS327LB,,0,0
160.0,men,0b544b40-dd93-4de3-9e75-4da131679e49,https://image.goat.com/attachments/product_template_pictures/images/056/304/330/original/G55929.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/304/330/original/G55929.png.png,, https://flightclub.com/floatride-energy-3-black-pixel-mint-g55929,https://goat.com/sneakers/floatride-energy-3-black-pixel-mint-g55929,Floatride Energy 3 'Black Pixel Mint',Core Black/Core Black/Pixel Mint,2021-06-19,2021,100.0,Floatride,G55929,,0,0
225.0,men,1b029b6c-88c1-4875-9869-f7de5afa03d3,https://image.goat.com/attachments/product_template_pictures/images/056/304/288/original/DB1550_001.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/304/288/original/DB1550_001.png.png,, https://flightclub.com/air-vapormax-2021-flyknit-gs-triple-black-db1550-001,https://goat.com/sneakers/air-vapormax-2021-flyknit-gs-triple-black-db1550-001,Air VaporMax 2021 Flyknit GS 'Triple Black',Black/Black/Anthracite/Black,2021-06-19,2021,180.0,Air VaporMax,DB1550-001,,0,0
168.0,women,1e1ebe14-cb69-408c-b67c-d0a661e7d143,https://image.goat.com/attachments/product_template_pictures/images/056/376/523/original/WS327LA.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/376/523/original/WS327LA.png.png,, https://flightclub.com/wmns-327v1-white-moonbeam-ws327la,https://goat.com/sneakers/wmns-327v1-white-moonbeam-ws327la,Wmns 327v1 'White Moonbeam',White/Moonbeam,2021-06-19,2021,100.0,327,WS327LA,,0,0
480.0,men,1f49e466-0f9f-4edb-9cba-d29114870f03,https://image.goat.com/attachments/product_template_pictures/images/056/477/184/original/M2002RBG_SB.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/477/184/original/M2002RBG_SB.png.png,, https://flightclub.com/bape-x-2002r-apes-together-strong-grey-camo-special-box-m2002rbg-sb,https://goat.com/sneakers/bape-x-2002r-apes-together-strong-grey-camo-special-box-m2002rbg-sb,BAPE x 2002R 'Apes Together Strong - Grey Camo' Special Box,,2021-06-19,2021,0.0,2002R,M2002RBG-SB,,0,0
100.0,women,2aec83ed-525b-4ce8-ac10-90dbb8043453,https://image.goat.com/attachments/product_template_pictures/images/056/376/522/original/WS327LA_D.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/376/522/original/WS327LA_D.png.png,, https://flightclub.com/wmns-327v1-wide-white-moonbeam-ws327la-d,https://goat.com/sneakers/wmns-327v1-wide-white-moonbeam-ws327la-d,Wmns 327v1 Wide 'White Moonbeam',White/Moonbeam,2021-06-19,2021,100.0,327,WS327LA-D,,0,0
330.0,men,5fc1c820-c499-49af-9849-edcbb325dca6,https://image.goat.com/attachments/product_template_pictures/images/056/004/042/original/775605_00.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/004/042/original/775605_00.png.png,, https://flightclub.com/bape-x-2002r-apes-together-strong-grey-camo-m2002r-bape-grey,https://goat.com/sneakers/bape-x-2002r-apes-together-strong-grey-camo-m2002r-bape-grey,BAPE x 2002R 'Apes Together Strong - Grey Camo',,2021-06-19,2021,0.0,2002R,M2002RBG,"Releasing as part of the larger ‘Apes Together Strong’ collection, the BAPE x New Balance 2002R ’Grey Camo’ treats the lifestyle running shoe to a neutral makeover. Varying shades of grey are applied to the textile upper, covered in BAPE’s ABC camo print and reinforced with tonal suede overlays. Silver reflective detailing on the ‘N’ logo and wraparound shark tooth detailing offers added visibility in low-light conditions. Lightweight cushioning is provided by an off-white ABZORB midsole, supported underfoot by an N-ergy rubber outsole.",0,0
95.0,men,61066341-f913-4713-b771-549b893809d8,https://image.goat.com/attachments/product_template_pictures/images/056/376/477/original/G58171.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/376/477/original/G58171.png.png,, https://flightclub.com/racer-tr-slide-royal-blue-g58171,https://goat.com/sneakers/racer-tr-slide-royal-blue-g58171,Racer TR Slide 'Royal Blue',Royal Blue/Royal Blue/Solar Red,2021-06-19,2021,35.0,Racer TR Slide,G58171,,0,0
138.0,men,6d87d706-5ebe-4caf-99ec-67bcd0b75f0d,https://image.goat.com/attachments/product_template_pictures/images/055/597/200/original/GV7666.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/055/597/200/original/GV7666.png.png,, https://flightclub.com/stan-smith-digital-prints-white-green-gv7666,https://goat.com/sneakers/stan-smith-digital-prints-white-green-gv7666,Stan Smith 'Digital Prints - White Green',Cloud White/Green/Core Black,2021-06-19,2021,100.0,Stan Smith,GV7666,,0,0
100.0,women,81411253-200a-4711-a7c3-e0f7f8acc3a3,https://image.goat.com/attachments/product_template_pictures/images/056/376/524/original/WS327LB_D.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/376/524/original/WS327LB_D.png.png,, https://flightclub.com/wmns-327v1-wide-black-phantom-ws327lb-d,https://goat.com/sneakers/wmns-327v1-wide-black-phantom-ws327lb-d,Wmns 327v1 Wide 'Black Phantom',Black/Phantom,2021-06-19,2021,100.0,327,WS327LB-D,,0,0
130.0,women,9b78d107-7bfd-41e3-9aa8-c5cc4aa436a2,https://image.goat.com/attachments/product_template_pictures/images/056/501/672/original/1012B090_701.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/501/672/original/1012B090_701.png.png,, https://flightclub.com/wmns-gel-ds-trainer-26-blazing-coral-1012b090-701,https://goat.com/sneakers/wmns-gel-ds-trainer-26-blazing-coral-1012b090-701,Wmns Gel DS Trainer 26 'Blazing Coral',Blazing Coral/Black,2021-06-19,2021,130.0,Gel DS,1012B090-701,,0,0
200.0,women,9eadeb7f-030b-4ffc-a8dc-33fbed695981,https://image.goat.com/attachments/product_template_pictures/images/056/775/056/original/787947_00.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/775/056/original/787947_00.png.png,, https://flightclub.com/wmns-nmd_r1-black-carbon-gz7997,https://goat.com/sneakers/wmns-nmd_r1-black-carbon-gz7997,Wmns NMD_R1 'Black Carbon',Core Black/Carbon/Cloud White,2021-06-19,2021,140.0,NMD Runner,GZ7997,,0,0
150.0,men,c4af2433-9ebb-4bd7-91e1-1bbbf62b6967,https://image.goat.com/attachments/product_template_pictures/images/056/304/342/original/GZ8297.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/304/342/original/GZ8297.png.png,, https://flightclub.com/nanoflex-tr-vector-navy-grey-gz8297,https://goat.com/sneakers/nanoflex-tr-vector-navy-grey-gz8297,Nanoflex TR 'Vector Navy Grey',Vector Navy/Pure Grey 1/Cold Grey 2,2021-06-19,2021,90.0,Nanoflex,GZ8297,,0,0
296.0,men,d9fdeca5-1635-4795-8041-f31a798a21b0,https://image.goat.com/attachments/product_template_pictures/images/056/004/055/original/775604_00.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/004/055/original/775604_00.png.png,, https://flightclub.com/bape-x-2002r-apes-together-strong-camo-m2002r-bape-camo,https://goat.com/sneakers/bape-x-2002r-apes-together-strong-camo-m2002r-bape-camo,BAPE x 2002R 'Apes Together Strong - Black Camo',,2021-06-19,2021,0.0,2002R,M2002RBF,"Launching as part of the ‘Apes Together Strong’ capsule collection, the BAPE x New Balance 2002R ‘Camo’ dresses the retro runner in the Japanese streetwear brand’s signature flourishes. BAPE’s ABC camo in green and brown floods the textile upper, fortified with black and charcoal overlays in suede and nubuck. Silver reflective detailing is applied to the ‘N’ logo and the shark tooth detailing that wraps around the heel. The sneaker is mounted on an off-white ABZORB midsole, featuring ABZORB SBS heel cushioning for added stability.",0,0
420.0,men,ef05fb0b-aac9-4bee-8836-3453e292f25e,https://image.goat.com/attachments/product_template_pictures/images/056/477/182/original/M2002RBF_SB.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/477/182/original/M2002RBF_SB.png.png,, https://flightclub.com/bape-x-2002r-apes-together-strong-black-camo-special-box-m2002rbf-sb,https://goat.com/sneakers/bape-x-2002r-apes-together-strong-black-camo-special-box-m2002rbf-sb,BAPE x 2002R 'Apes Together Strong - Black Camo' Special Box,,2021-06-19,2021,0.0,2002R,M2002RBF-SB,,0,0
200.0,men,faf75b42-5914-4c13-a0fd-dc72a244f9ad,https://image.goat.com/attachments/product_template_pictures/images/056/304/049/original/106842_01.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/304/049/original/106842_01.png.png,, https://flightclub.com/neymar-jr-x-future-z-1-1-fg-ag-jelly-bean-106842-01,https://goat.com/sneakers/neymar-jr-x-future-z-1-1-fg-ag-jelly-bean-106842-01,Neymar Jr. x Future Z 1.1 FG AG 'Jelly Bean',Jelly Bean/Yellow/Blue/White,2021-06-19,2021,200.0,Future Z 1.1,106842-01,,0,0
150.0,men,0905a7c9-cc30-42e6-92f9-62ac35c3c002,https://image.goat.com/attachments/product_template_pictures/images/056/304/167/original/383423_01.png.png,https://image.goat.com/400/attachments/product_template_pictures/images/056/304/167/original/383423_01.png.png,, https://flightclub.com/pwrframe-op-1-tech-black-silver-383423-01,https://goat.com/sneakers/pwrframe-op-1-tech-black-silver-383423-01,PWRFrame OP-1 Tech 'Black Silver',Black/Silver,2021-06-18,2021,150.0,PWRFrame,383423-01,,0,0
